cloud,profile,weighting,sigma_bin_left_g_cm2,sigma_bin_right_g_cm2,sigma_bin_center_g_cm2,probability_density_per_ln_sigma,probability_density_normalized_to_peak,common_pixel_count,profile_censored_pixel_count,shared_display_minimum_g_cm2
C,moderate,area,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.5188951678350985,1.0,602263,243,0.01
C,moderate,area,0.08659643233600653,0.1,0.09305720409296989,0.47566351857378797,0.9166851958909564,602263,243,0.01
C,moderate,area,0.1,0.11547819846894582,0.10746078283213176,0.42426319899569176,0.8176279628229643,602263,243,0.01
C,moderate,area,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.35382572401829865,0.6818828656557121,602263,243,0.01
C,moderate,area,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.28739182050972667,0.5538533374838787,602263,243,0.01
C,moderate,area,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.2262998581828969,0.4361186463289894,602263,243,0.01
C,moderate,area,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.1787531203644143,0.34448792635745046,602263,243,0.01
C,moderate,area,0.2053525026457146,0.23713737056616552,0.220673406908459,0.1404019054872885,0.27057855649931073,602263,243,0.01
C,moderate,area,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.12154935280701636,0.23424645350647003,602263,243,0.01
C,moderate,area,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.07771774470888108,0.14977542580157402,602263,243,0.01
C,moderate,area,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.0507195970516986,0.097745363988082,602263,243,0.01
C,moderate,area,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.029328756984853897,0.05652154578200733,602263,243,0.01
C,moderate,area,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.010268526245680547,0.019789211544447873,602263,243,0.01
C,moderate,area,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,243,0.01
C,moderate,area,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,243,0.01
C,moderate,area,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,243,0.01
C,moderate,area,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,243,0.01
C,moderate,area,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,243,0.01
C,liberal,area,0.01,0.011547819846894581,0.010746078283213174,0.005872673998934182,0.010334186055954878,602263,1186,0.01
C,liberal,area,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.01869102530112636,0.03289072968692888,602263,1186,0.01
C,liberal,area,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.039331916821938366,0.0692126527794699,602263,1186,0.01
C,liberal,area,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.07943685752978703,0.13978560116944774,602263,1186,0.01
C,liberal,area,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.1380251454798609,0.2428838266942779,602263,1186,0.01
C,liberal,area,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.1903254033131984,0.3349169610590003,602263,1186,0.01
C,liberal,area,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.23881823006667563,0.42025013196897587,602263,1186,0.01
C,liberal,area,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.2871610671109478,0.5053193649246762,602263,1186,0.01
C,liberal,area,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.34465327641682,0.6064888130913226,602263,1186,0.01
C,liberal,area,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.40493760184792216,0.7125715677914485,602263,1186,0.01
C,liberal,area,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.444996391876014,0.7830633045031853,602263,1186,0.01
C,liberal,area,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.47117536496753126,0.829130628984448,602263,1186,0.01
C,liberal,area,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.49907345087995325,0.8782230884801234,602263,1186,0.01
C,liberal,area,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.5349094537103829,0.9412839566329609,602263,1186,0.01
