cloud,profile,weighting,sigma_bin_left_g_cm2,sigma_bin_right_g_cm2,sigma_bin_center_g_cm2,probability_density_per_ln_sigma,probability_density_normalized_to_peak,common_pixel_count,profile_censored_pixel_count,shared_display_minimum_g_cm2
C,liberal,area,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.5682763951738768,1.0,602263,1186,0.01
C,liberal,area,0.08659643233600653,0.1,0.09305720409296989,0.540793665379256,0.9516384456084757,602263,1186,0.01
C,liberal,area,0.1,0.11547819846894582,0.10746078283213176,0.4704600294313153,0.8278718479717384,602263,1186,0.01
C,liberal,area,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.3949344420108378,0.6949689365330736,602263,1186,0.01
C,liberal,area,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.3300235109342094,0.5807447110894538,602263,1186,0.01
C,liberal,area,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.2652510318968492,0.4667641206805532,602263,1186,0.01
C,liberal,area,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.20885490123517894,0.36752344987209107,602263,1186,0.01
C,liberal,area,0.2053525026457146,0.23713737056616552,0.220673406908459,0.15870065001049005,0.27926665854549887,602263,1186,0.01
C,liberal,area,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.13413695071042925,0.23604174280261467,602263,1186,0.01
C,liberal,area,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.0848595624011016,0.1493279733625693,602263,1186,0.01
C,liberal,area,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.05404244599412107,0.09509887521825638,602263,1186,0.01
C,liberal,area,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.03017100689039848,0.05309213464896248,602263,1186,0.01
C,liberal,area,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.010799259062873025,0.019003532708003385,602263,1186,0.01
C,liberal,area,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,1186,0.01
C,liberal,area,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,1186,0.01
C,liberal,area,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,1186,0.01
C,liberal,area,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,1186,0.01
C,liberal,area,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,1186,0.01
C,bt12,mass,0.01,0.011547819846894581,0.010746078283213174,0.01643547180755482,0.032104750553938126,602263,22,0.01
C,bt12,mass,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.023242665853826967,0.04540179911979452,602263,22,0.01
C,bt12,mass,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.03195506339550925,0.0624204374088323,602263,22,0.01
C,bt12,mass,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.044938953699831405,0.08778293167251078,602263,22,0.01
C,bt12,mass,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.062278844669183646,0.12165435810443381,602263,22,0.01
C,bt12,mass,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.08625681961839055,0.16849249658604473,602263,22,0.01
C,bt12,mass,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.11606599089642701,0.22672118751179413,602263,22,0.01
C,bt12,mass,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.15078554741904635,0.29454173532166456,602263,22,0.01
C,bt12,mass,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.1950951965910051,0.3810953950191215,602263,22,0.01
C,bt12,mass,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.2363536315596563,0.46168886860018143,602263,22,0.01
C,bt12,mass,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.2768322780390631,0.5407591175835442,602263,22,0.01
C,bt12,mass,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.3257929464765063,0.6363979933969938,602263,22,0.01
C,bt12,mass,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.3810569253198842,0.7443496406730523,602263,22,0.01
C,bt12,mass,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.4355902777144688,0.850874095583642,602263,22,0.01
C,bt12,mass,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.4682004737272053,0.9145742570857104,602263,22,0.01
C,bt12,mass,0.08659643233600653,0.1,0.09305720409296989,0.5119327054088811,1.0,602263,22,0.01
C,bt12,mass,0.1,0.11547819846894582,0.10746078283213176,0.48661799267139716,0.9505507023286096,602263,22,0.01
C,bt12,mass,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.48050049031678116,0.9386008849210072,602263,22,0.01
C,bt12,mass,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.46653115726863426,0.911313444793521,602263,22,0.01
C,bt12,mass,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.4381942185343914,0.855960586039146,602263,22,0.01
C,bt12,mass,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.41203215004212557,0.8048560791071848,602263,22,0.01
C,bt12,mass,0.2053525026457146,0.23713737056616552,0.220673406908459,0.39129185607923983,0.7643423675514434,602263,22,0.01
C,bt12,mass,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.3661914795170814,0.715311750251635,602263,22,0.01
C,bt12,mass,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.26909122196410457,0.5256378799810829,602263,22,0.01
C,bt12,mass,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.1846342308143083,0.3606611354647497,602263,22,0.01
C,bt12,mass,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.0774513505004751,0.1512920539792718,602263,22,0.01
C,bt12,mass,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.01336177054705013,0.026100638630575615,602263,22,0.01
C,bt12,mass,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,22,0.01
C,bt12,mass,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,22,0.01
C,bt12,mass,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,22,0.01
C,bt12,mass,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,22,0.01
C,bt12,mass,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,22,0.01
C,conservative,mass,0.01,0.011547819846894581,0.010746078283213174,0.012864543822018092,0.025236989379202008,602263,68,0.01
C,conservative,mass,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.021360327770886645,0.041903574083015926,602263,68,0.01
C,conservative,mass,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.02958086437094232,0.058030192930694696,602263,68,0.01
C,conservative,mass,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.0416357586936156,0.08167885425889583,602263,68,0.01
C,conservative,mass,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.05733148973868745,0.11246991868866046,602263,68,0.01
C,conservative,mass,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.0794889885958582,0.1559373413244347,602263,68,0.01
C,conservative,mass,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.1074561582423897,0.21080187232535866,602263,68,0.01
C,conservative,mass,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.14020339889953148,0.2750436966835591,602263,68,0.01
C,conservative,mass,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.18187653570666146,0.35679587737103474,602263,68,0.01
C,conservative,mass,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.22667315268352692,0.4446755381277879,602263,68,0.01
C,conservative,mass,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.2672907284940408,0.5243569744477014,602263,68,0.01
C,conservative,mass,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.3140227056367297,0.6160333235772066,602263,68,0.01
C,conservative,mass,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.36714097412857777,0.7202379651344132,602263,68,0.01
C,conservative,mass,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.4223767009488967,0.8285965257178862,602263,68,0.01
C,conservative,mass,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.46017709589108824,0.9027513639215528,602263,68,0.01
C,conservative,mass,0.08659643233600653,0.1,0.09305720409296989,0.5097495437637208,1.0,602263,68,0.01
C,conservative,mass,0.1,0.11547819846894582,0.10746078283213176,0.48152015435401746,0.9446210599792351,602263,68,0.01
C,conservative,mass,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.47322332291062635,0.928344769897381,602263,68,0.01
C,conservative,mass,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.4562962516747317,0.895138126668406,602263,68,0.01
C,conservative,mass,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.43757329131626305,0.8584084020663432,602263,68,0.01
C,conservative,mass,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.4165265408222157,0.8171199874879812,602263,68,0.01
C,conservative,mass,0.2053525026457146,0.23713737056616552,0.220673406908459,0.37479784802949223,0.7352588199730073,602263,68,0.01
C,conservative,mass,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.38447573707662386,0.7542443966459657,602263,68,0.01
C,conservative,mass,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.2926766192103035,0.5741576874190691,602263,68,0.01
C,conservative,mass,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.2220282935239395,0.43556349630957997,602263,68,0.01
C,conservative,mass,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.12485038708536729,0.24492496092009836,602263,68,0.01
C,conservative,mass,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.045514297061276326,0.0892875680186447,602263,68,0.01
C,conservative,mass,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,68,0.01
C,conservative,mass,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,68,0.01
C,conservative,mass,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,68,0.01
C,conservative,mass,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,68,0.01
C,conservative,mass,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,68,0.01
C,moderate,mass,0.01,0.011547819846894581,0.010746078283213174,0.0008377838915038035,0.0015261266066230355,602263,243,0.01
C,moderate,mass,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.005440782871377859,0.009911056520750649,602263,243,0.01
C,moderate,mass,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.01919466849416187,0.034965454207609756,602263,243,0.01
C,moderate,mass,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.03041781259063691,0.0554097943164301,602263,243,0.01
C,moderate,mass,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.0428390403105476,0.07803659139682399,602263,243,0.01
C,moderate,mass,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.06205917749619083,0.11304843996472135,602263,243,0.01
C,moderate,mass,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.08496800812487867,0.1547796982326568,602263,243,0.01
C,moderate,mass,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.11455672632830449,0.20867919494542508,602263,243,0.01
C,moderate,mass,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.15788312967822288,0.2876035781809455,602263,243,0.01
C,moderate,mass,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.19712124598789388,0.3590806427333216,602263,243,0.01
C,moderate,mass,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.24996120377270367,0.4553351378197434,602263,243,0.01
C,moderate,mass,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.3017761666841801,0.5497224784243114,602263,243,0.01
C,moderate,mass,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.3589190163210823,0.6538152213064894,602263,243,0.01
C,moderate,mass,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.42848463643480833,0.7805375715909074,602263,243,0.01
C,moderate,mass,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.5044593078749904,0.9189347987161304,602263,243,0.01
C,moderate,mass,0.08659643233600653,0.1,0.09305720409296989,0.5336670435811551,0.9721402888579629,602263,243,0.01
C,moderate,mass,0.1,0.11547819846894582,0.10746078283213176,0.5489609367060477,1.0,602263,243,0.01
C,moderate,mass,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.5287742808296373,0.9632275185233812,602263,243,0.01
C,moderate,mass,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.49615478623139936,0.9038070890954405,602263,243,0.01
C,moderate,mass,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.450520892064294,0.820679326961901,602263,243,0.01
C,moderate,mass,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.41163677743202637,0.7498471200919814,602263,243,0.01
C,moderate,mass,0.2053525026457146,0.23713737056616552,0.220673406908459,0.37323916073192387,0.6799011291613676,602263,243,0.01
C,moderate,mass,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.3723580074056131,0.6782959997844068,602263,243,0.01
C,moderate,mass,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.2749043185548025,0.5007720953777183,602263,243,0.01
C,moderate,mass,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.20683907507051197,0.3767828660298067,602263,243,0.01
C,moderate,mass,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.13781154692921357,0.2510407165874674,602263,243,0.01
C,moderate,mass,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.05492617805392072,0.10005480241180086,602263,243,0.01
C,moderate,mass,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,243,0.01
C,moderate,mass,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,243,0.01
C,moderate,mass,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,243,0.01
C,moderate,mass,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,243,0.01
C,moderate,mass,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,243,0.01
C,liberal,mass,0.01,0.011547819846894581,0.010746078283213174,0.0007280380944749825,0.0012850171815455024,602263,1186,0.01
C,liberal,mass,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.002625900356248499,0.004634822134189475,602263,1186,0.01
C,liberal,mass,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.006382182443284706,0.011264814516736416,602263,1186,0.01
C,liberal,mass,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.014902562234524156,0.02630363529840364,602263,1186,0.01
C,liberal,mass,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.0297583079710353,0.05252463755221379,602263,1186,0.01
C,liberal,mass,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.047345824888995844,0.0835673283012459,602263,1186,0.01
C,liberal,mass,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.06853135010122838,0.12096065167866667,602263,1186,0.01
C,liberal,mass,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.09511199244673152,0.16787657870185238,602263,1186,0.01
C,liberal,mass,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.13181452889423742,0.23265806513678478,602263,1186,0.01
C,liberal,mass,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.17882603859868493,0.31563531338664824,602263,1186,0.01
C,liberal,mass,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.22676850399030715,0.4002557367153374,602263,1186,0.01
C,liberal,mass,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.2772413616526907,0.48934240647900606,602263,1186,0.01
C,liberal,mass,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.3390056313428701,0.5983588828966668,602263,1186,0.01
C,liberal,mass,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.41983704629463303,0.7410296549481679,602263,1186,0.01
C,liberal,mass,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.5144511514599184,0.9080274421197602,602263,1186,0.01
C,liberal,mass,0.08659643233600653,0.1,0.09305720409296989,0.564680117052826,0.9966836323493252,602263,1186,0.01
C,liberal,mass,0.1,0.11547819846894582,0.10746078283213176,0.5665590351090591,1.0,602263,1186,0.01
C,liberal,mass,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.5497355644693918,0.9703058823579983,602263,1186,0.01
C,liberal,mass,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.5304081569927728,0.9361922132098246,602263,1186,0.01
C,liberal,mass,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.4914551239349115,0.8674385076928645,602263,1186,0.01
C,liberal,mass,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.4474709208056779,0.7898045800638278,602263,1186,0.01
C,liberal,mass,0.2053525026457146,0.23713737056616552,0.220673406908459,0.3925890757670595,0.6929358662358787,602263,1186,0.01
C,liberal,mass,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.38243756859643985,0.6750180385400136,602263,1186,0.01
C,liberal,mass,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.2793286559211268,0.4930265667149016,602263,1186,0.01
C,liberal,mass,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.2050371819684461,0.36189905951985696,602263,1186,0.01
C,liberal,mass,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.13189923957191457,0.23280758296710383,602263,1186,0.01
C,liberal,mass,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.053780649492538336,0.09492505839605204,602263,1186,0.01
C,liberal,mass,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,602263,1186,0.01
C,liberal,mass,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,602263,1186,0.01
C,liberal,mass,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,602263,1186,0.01
C,liberal,mass,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,602263,1186,0.01
C,liberal,mass,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,602263,1186,0.01
F,bt12,area,0.01,0.011547819846894581,0.010746078283213174,0.09239491573463675,0.18990337211595404,72424,15,0.01
F,bt12,area,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.1193554259334241,0.24531650562019253,72424,15,0.01
F,bt12,area,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.1378727870308131,0.28337605994872894,72424,15,0.01
F,bt12,area,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.16387384846807748,0.33681719581936403,72424,15,0.01
F,bt12,area,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.1986058936351993,0.4082035101557866,72424,15,0.01
F,bt12,area,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.2130935699341927,0.43798067442319066,72424,15,0.01
F,bt12,area,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.2374635684768687,0.48806941431670137,72424,15,0.01
F,bt12,area,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.2640402991710483,0.5426937487675014,72424,15,0.01
F,bt12,area,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.3151789181602085,0.6478012226385328,72424,15,0.01
F,bt12,area,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.3453056092720214,0.709721948333662,72424,15,0.01
F,bt12,area,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.38118899295296943,0.7834746598304059,72424,15,0.01
F,bt12,area,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.4156332034916357,0.8542693748767501,72424,15,0.01
F,bt12,area,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.4358775723597647,0.89587852494577,72424,15,0.01
F,bt12,area,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.4543949334571516,0.9339380792743021,72424,15,0.01
F,bt12,area,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.45784894899863465,0.941037270755275,72424,15,0.01
F,bt12,area,0.08659643233600653,0.1,0.09305720409296989,0.4684988302515353,0.9629264444882638,72424,15,0.01
F,bt12,area,0.1,0.11547819846894582,0.10746078283213176,0.48653646696816355,1.0,72424,15,0.01
F,bt12,area,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.4773257588575456,0.9810688227174127,72424,15,0.01
F,bt12,area,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.448638240888016,0.9221060934726864,72424,15,0.01
F,bt12,area,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.38512273287521304,0.7915598501281785,72424,15,0.01
F,bt12,area,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.278623920346193,0.5726681127982637,72424,15,0.01
F,bt12,area,0.2053525026457146,0.23713737056616552,0.220673406908459,0.15284018771056684,0.31413922303293235,72424,15,0.01
F,bt12,area,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.018997085478149524,0.03904555314533616,72424,15,0.01
F,bt12,area,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.0,0.0,72424,15,0.01
F,bt12,area,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.0,0.0,72424,15,0.01
F,bt12,area,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.0,0.0,72424,15,0.01
F,bt12,area,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.0,0.0,72424,15,0.01
F,bt12,area,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,72424,15,0.01
F,bt12,area,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,72424,15,0.01
F,bt12,area,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,72424,15,0.01
F,bt12,area,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,72424,15,0.01
F,bt12,area,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,72424,15,0.01
F,conservative,area,0.01,0.011547819846894581,0.010746078283213174,0.0873098372985664,0.18138329679091147,72424,20,0.01
F,conservative,area,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.11791625279114006,0.24496711181981193,72424,20,0.01
F,conservative,area,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.1372011728977472,0.2850308949571466,72424,20,0.01
F,conservative,area,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.16099550218350936,0.3344628263902721,72424,20,0.01
F,conservative,area,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.1965910512360016,0.40841140123579706,72424,20,0.01
F,conservative,area,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.2133814045626495,0.4432928044648196,72424,20,0.01
F,conservative,area,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.23602439533458464,0.49033286824795547,72424,20,0.01
F,conservative,area,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.26192951189569835,0.5441498903727326,72424,20,0.01
F,conservative,area,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.3101897846002904,0.6444090093681483,72424,20,0.01
F,conservative,area,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.34127592447362604,0.7089894359178792,72424,20,0.01
F,conservative,area,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.3804214339437513,0.790312936017538,72424,20,0.01
F,conservative,area,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.41179540844554485,0.8554913294797688,72424,20,0.01
F,conservative,area,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.43223166706597843,0.8979469802670919,72424,20,0.01
F,conservative,area,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.4569854451132629,0.9493721347418749,72424,20,0.01
F,conservative,area,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.45132469742028025,0.9376121187960933,72424,20,0.01
F,conservative,area,0.08659643233600653,0.1,0.09305720409296989,0.4698420585176671,0.9760813235000968,72424,20,0.01
F,conservative,area,0.1,0.11547819846894582,0.10746078283213176,0.4813554436559409,1.0,72424,20,0.01
F,conservative,area,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.474639302325282,0.9860474387083915,72424,20,0.01
F,conservative,area,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.45161253204873636,0.9382100857085893,72424,20,0.01
F,conservative,area,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.3853146226275176,0.8004783735299968,72424,20,0.01
F,conservative,area,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.2897535259798564,0.6019533585808243,72424,20,0.01
F,conservative,area,0.2053525026457146,0.23713737056616552,0.220673406908459,0.16819136789493014,0.3494119992027108,72424,20,0.01
F,conservative,area,0.23713737056616552,0.27384196342643613,0.25482967479793467,0.03242936813946737,0.06737093880805252,72424,20,0.01
F,conservative,area,0.27384196342643613,0.31622776601683794,0.2942727176209282,0.0,0.0,72424,20,0.01
F,conservative,area,0.31622776601683794,0.3651741272548377,0.33982083289425596,0.0,0.0,72424,20,0.01
F,conservative,area,0.3651741272548377,0.4216965034285822,0.3924189758484536,0.0,0.0,72424,20,0.01
F,conservative,area,0.4216965034285822,0.4869675251658631,0.4531583637600818,0.0,0.0,72424,20,0.01
F,conservative,area,0.4869675251658631,0.5623413251903491,0.5232991146814947,0.0,0.0,72424,20,0.01
F,conservative,area,0.5623413251903491,0.6493816315762113,0.6042963902381329,0.0,0.0,72424,20,0.01
F,conservative,area,0.6493816315762113,0.7498942093324559,0.6978305848598664,0.0,0.0,72424,20,0.01
F,conservative,area,0.7498942093324559,0.8659643233600653,0.8058421877614819,0.0,0.0,72424,20,0.01
F,conservative,area,0.8659643233600653,1.0,0.930572040929699,0.0,0.0,72424,20,0.01
F,moderate,area,0.01,0.011547819846894581,0.010746078283213174,0.05891015395749425,0.12429149797570889,72424,268,0.01
F,moderate,area,0.011547819846894581,0.01333521432163324,0.012409377607517195,0.11110416658432887,0.23441295546558633,72424,268,0.01
F,moderate,area,0.01333521432163324,0.01539926526059492,0.014330125702369627,0.1253999531310179,0.26457489878542595,72424,268,0.01
F,moderate,area,0.01539926526059492,0.01778279410038923,0.016548170999431816,0.15840499052739807,0.33421052631578846,72424,268,0.01
F,moderate,area,0.01778279410038923,0.02053525026457146,0.019109529749704406,0.18833979188690636,0.39736842105263037,72424,268,0.01
F,moderate,area,0.02053525026457146,0.023713737056616554,0.0220673406908459,0.20340313744281338,0.42914979757085014,72424,268,0.01
F,moderate,area,0.023713737056616554,0.027384196342643614,0.025482967479793464,0.2310352617746666,0.48744939271254917,72424,268,0.01
F,moderate,area,0.027384196342643614,0.03162277660168379,0.029427271762092817,0.25425392180351675,0.5364372469635628,72424,268,0.01
F,moderate,area,0.03162277660168379,0.03651741272548377,0.03398208328942559,0.2989642340904748,0.6307692307692307,72424,268,0.01
F,moderate,area,0.03651741272548377,0.042169650342858224,0.03924189758484536,0.32851525594537406,0.6931174089068826,72424,268,0.01
F,moderate,area,0.042169650342858224,0.04869675251658631,0.04531583637600818,0.35768249829566323,0.7546558704453419,72424,268,0.01
F,moderate,area,0.04869675251658631,0.05623413251903491,0.05232991146814947,0.39577261412811565,0.8350202429149797,72424,268,0.01
F,moderate,area,0.05623413251903491,0.06493816315762113,0.060429639023813285,0.41333052646398116,0.8720647773279352,72424,268,0.01
F,moderate,area,0.06493816315762113,0.07498942093324558,0.06978305848598663,0.4433612726996405,0.935425101214572,72424,268,0.01
F,moderate,area,0.07498942093324558,0.08659643233600653,0.08058421877614817,0.44316938294733726,0.9350202429149796,72424,268,0.01
F,moderate,area,0.08659643233600653,0.1,0.09305720409296989,0.44998146915414716,0.9493927125506044,72424,268,0.01
F,moderate,area,0.1,0.11547819846894582,0.10746078283213176,0.45660166560865517,0.9633603238866397,72424,268,0.01
F,moderate,area,0.11547819846894582,0.1333521432163324,0.12409377607517195,0.47396768819221613,1.0,72424,268,0.01
F,moderate,area,0.1333521432163324,0.1539926526059492,0.14330125702369628,0.44451261121346836,0.9378542510121441,72424,268,0.01
F,moderate,area,0.1539926526059492,0.1778279410038923,0.16548170999431816,0.4046954876102762,0.8538461538461525,72424,268,0.01
F,moderate,area,0.1778279410038923,0.2053525026457146,0.19109529749704407,0.3252531301561964,0.6862348178137642,72424,268,0.01
